#separator:tab
#html:true
#notetype:Hebrew Root
#deck:Biblical Hebrew::Root Deck
#columns:Front	Back	Frequency	Tags
#tags column:4
גדר	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">גָּדַר</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">he has walled up</td><td style="text-align:right;padding:2px 8px">10</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">גָּדֵר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">circumvallation</td><td style="text-align:right;padding:2px 8px">12</td></tr><tr><td style="direction:rtl;padding:2px 8px">גְּדֵרָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">inclosure</td><td style="text-align:right;padding:2px 8px">9</td></tr><tr><td style="direction:rtl;padding:2px 8px">גֶּדֶר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">circumvallation</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="direction:rtl;padding:2px 8px">גְּדֵרִי</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">Gederite</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">גְּדֵרָתִי</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">Gederathite</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	41	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:POS:Nominal Hebrew:Freq:10to49
יהב	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">יָהַב</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">ascribe</td><td style="text-align:right;padding:2px 8px">22</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Q</td><td style="padding:2px 8px;font-style:italic">they were given</td><td style="text-align:right;padding:2px 8px">3</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">u</td><td style="padding:2px 8px;font-style:italic">they may be given</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">הַבְהָב</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">gift</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">יְהָב</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">what is given</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	41	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Q Hebrew:Stem:u Hebrew:POS:Nominal Hebrew:Freq:10to49
חוש	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">חוּשׁ</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">hurried</td><td style="text-align:right;padding:2px 8px">5</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">they made haste</td><td style="text-align:right;padding:2px 8px">4</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">חֻשָׁתִי</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">Chushathite</td><td style="text-align:right;padding:2px 8px">5</td></tr><tr><td style="direction:rtl;padding:2px 8px">חִישׁ</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">hurry</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	41	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Hiphil Hebrew:POS:Nominal Hebrew:Freq:10to49
חרון	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">חָרוֹן</div>	41	Hebrew:Root Hebrew:Freq:10to49
ינק	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">יָנַק</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">you will suck</td><td style="text-align:right;padding:2px 8px">7</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">she has suckled</td><td style="text-align:right;padding:2px 8px">6</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">יוֹנֶקֶת</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">sprout</td><td style="text-align:right;padding:2px 8px">6</td></tr><tr><td style="direction:rtl;padding:2px 8px">יוֹנֵק</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">sucker</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="direction:rtl;padding:2px 8px">יְנִיקָה</td><td style="padding:2px 8px">Noun (f)</td><td style="padding:2px 8px;font-style:italic">sucker</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	41	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Hiphil Hebrew:POS:Nominal Hebrew:Freq:10to49
נתק	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">נָתַק</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">[one which] is torn</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">they were drawn out</td><td style="text-align:right;padding:2px 8px">10</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hophal</td><td style="padding:2px 8px;font-style:italic">they were drawn away</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">he tore apart</td><td style="text-align:right;padding:2px 8px">10</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">נֶתֶק</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">scurf</td><td style="text-align:right;padding:2px 8px">14</td></tr></table>	41	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Hophal Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:10to49
על	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">עֹל</div>	41	Hebrew:Root Hebrew:Freq:10to49
עקר	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">עָקַר</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">pluck up</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">it will be plucked up</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">he hamstrung</td><td style="text-align:right;padding:2px 8px">5</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">עָקָר</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">sterile</td><td style="text-align:right;padding:2px 8px">10</td></tr><tr><td style="direction:rtl;padding:2px 8px">עֵקֶר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">transplanted person</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	41	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:10to49
ערף	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">עָרַף</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">they will break [the] neck of</td><td style="text-align:right;padding:2px 8px">4</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">עֹרֶף</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">nape</td><td style="text-align:right;padding:2px 8px">33</td></tr></table>	41	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:POS:Nominal Hebrew:Freq:10to49
חדד	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">חָדַד</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">they are keen</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hiphil</td><td style="padding:2px 8px;font-style:italic">it grows sharp</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hophal</td><td style="padding:2px 8px;font-style:italic">it has been sharpened</td><td style="text-align:right;padding:2px 8px">3</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">חַד</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">sharp</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="direction:rtl;padding:2px 8px">חַדּוּד</td><td style="padding:2px 8px">Adj</td><td style="padding:2px 8px;font-style:italic">point</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	40	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Hiphil Hebrew:Stem:Hophal Hebrew:POS:Nominal Hebrew:Freq:10to49
איפה	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">אֵיפָה</div>	40	Hebrew:Root Hebrew:Freq:10to49
בשם	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">בֶּשֶׂם</div>	40	Hebrew:Root Hebrew:Freq:10to49
חקר	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">חָקַר</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">explore</td><td style="text-align:right;padding:2px 8px">13</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Niphal</td><td style="padding:2px 8px;font-style:italic">it was ascertained</td><td style="text-align:right;padding:2px 8px">4</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">he searched out</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">חֵקֶר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">examination</td><td style="text-align:right;padding:2px 8px">12</td></tr><tr><td style="direction:rtl;padding:2px 8px">מֶחְקָר</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">scrutinized</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	40	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Niphal Hebrew:Stem:Piel Hebrew:POS:Nominal Hebrew:Freq:10to49
לקט	<div style="font-size:1.5em;direction:rtl;margin-bottom:8px">לָקַט</div><table style="border-collapse:collapse;margin-bottom:8px"><tr><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Stem</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Qal</td><td style="padding:2px 8px;font-style:italic">they gathered</td><td style="text-align:right;padding:2px 8px">12</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Piel</td><td style="padding:2px 8px;font-style:italic">you will gather</td><td style="text-align:right;padding:2px 8px">21</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Pual</td><td style="padding:2px 8px;font-style:italic">you will be gathered</td><td style="text-align:right;padding:2px 8px">1</td></tr><tr><td style="padding:2px 8px">Verb</td><td style="padding:2px 8px">Hithpael</td><td style="padding:2px 8px;font-style:italic">they joined themselves</td><td style="text-align:right;padding:2px 8px">1</td></tr></table><table style="border-collapse:collapse"><tr><th style="padding:2px 8px">Form</th><th style="padding:2px 8px">POS</th><th style="padding:2px 8px">Gloss</th><th style="padding:2px 8px;text-align:right">N</th></tr><tr><td style="direction:rtl;padding:2px 8px">לֶקֶט</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">gleaning</td><td style="text-align:right;padding:2px 8px">2</td></tr><tr><td style="direction:rtl;padding:2px 8px">יַלְקוּט</td><td style="padding:2px 8px">Noun (m)</td><td style="padding:2px 8px;font-style:italic">travelling pouch</td><td style="text-align:right;padding:2px 8px">1</td></tr></table>	40	Hebrew:Root Hebrew:POS:Verb Hebrew:Stem:Qal Hebrew:Stem:Piel Hebrew:Stem:Pual Hebrew:Stem:Hithpael Hebrew:POS:Nominal Hebrew:Freq:10to49
